ID,Target
178898,0
277646,0
113419,0
168156,0
234019,0
232073,0
158610,0
18703,1
246038,0
238885,0
181010,0
172814,0
52034,0
28953,1
162183,0
296858,0
158304,0
284082,0
132019,0
239184,0
175566,0
143540,0
88414,0
47849,0
299129,0
197838,0
158985,0
191210,0
257594,0
295774,0
192084,0
39778,0
6041,0
274896,0
73353,0
112099,0
10771,0
293736,0
181041,0
161248,0
194841,0
126384,0
283534,0
181213,0
218171,0
285264,0
108780,0
206497,0
233154,0
288482,0
37135,0
107928,0
298778,0
262907,0
260664,0
100075,0
191542,0
114880,0
294715,0
10617,0
275514,0
126154,0
222373,0
148225,0
73189,0
33517,0
108737,0
63371,0
173394,0
16979,0
102060,1
82059,0
194822,0
271784,0
239811,0
171101,0
265358,0
31047,0
118408,0
156802,0
11883,0
230710,0
108642,0
259181,0
282011,0
260697,0
138495,0
113307,0
79185,0
191952,0
230395,0
130381,0
235651,0
258022,0
281239,0
133781,0
195698,0
204594,0
29877,0
208585,0
129707,0
237478,0
11292,0
20776,1
61595,0
221079,0
104808,0
274104,0
120782,0
29490,0
137805,0
254291,0
186803,0
213846,0
130229,0
222537,0
230409,1
5195,0
241950,0
282612,0
87806,0
73131,0
152626,0
57999,0
20923,0
229670,0
21809,0
8561,0
90693,0
202608,0
14732,0
117787,0
235043,0
110219,0
257871,0
196562,0
214066,0
220833,0
196727,0
159142,0
67147,0
59060,0
75985,0
105706,0
197990,0
1003,0
11595,0
207018,0
154047,0
109293,0
276379,1
150784,0
84121,1
216508,0
192231,0
90267,0
275385,1
156520,0
65874,0
221473,0
279773,0
173822,0
100882,0
199360,0
161498,0
62948,0
87725,0
184118,0
266599,0
292712,0
234880,0
205677,0
26714,1
169167,0
210112,0
29016,0
50275,0
170066,0
240351,0
275024,0
226225,0
296080,0
203546,0
135399,0
246218,0
272583,0
205174,0
147835,0
75124,0
62105,0
106910,0
189716,0
226160,0
77443,0
117412,0
240679,0
51631,0
73230,0
132814,0
253732,0
274516,0
291471,0
80701,0
285042,0
166595,1
239305,0
261233,0
257184,0
190604,0
192261,1
159300,0
144245,0
134807,0
176272,0
288613,0
39118,0
71044,0
61874,0
103800,0
218708,0
278791,0
286356,0
114360,0
217497,0
236046,0
292213,0
1589,0
104625,0
88683,0
97077,0
179167,0
170985,0
178221,0
182962,0
30867,0
92262,0
186661,0
211766,0
195850,0
277418,0
238479,0
170303,0
75534,0
89813,0
299024,0
9412,0
12966,0
37864,0
146961,0
277068,0
10673,0
1051,0
61024,0
268464,0
285736,0
272946,0
159687,0
24461,0
250809,0
166264,0
252183,0
10124,0
117738,0
24681,0
56645,0
223143,0
255451,0
25117,0
253381,0
178426,0
264770,0
90862,0
292066,0
267759,0
133173,0
82468,0
44788,0
155230,0
40792,0
183721,0
147351,0
297910,0
237336,0
227004,0
30236,0
291691,0
226208,0
174608,0
19922,0
229934,0
186940,0
8136,0
242715,0
30061,0
183580,0
2041,0
163584,0
218702,0
50775,0
104877,0
254634,0
234416,0
288425,0
24169,0
130908,0
68464,0
171374,0
157083,0
139232,0
185665,0
12529,0
25549,0
74281,0
258846,0
71207,0
115182,0
253104,0
142503,0
127106,0
2458,0
75325,0
54786,0
223633,0
22782,0
143563,0
290676,0
177237,0
268404,0
83261,0
285036,0
256817,0
35140,0
103542,0
83324,0
8937,0
37617,0
286845,0
53190,0
228150,0
18967,0
243157,0
63667,0
246670,0
27128,0
68599,0
294372,0
49356,0
100155,0
188581,0
193450,0
102818,0
162715,0
276840,0
269598,0
74097,0
28062,0
130614,0
216856,0
282870,0
138797,0
194439,0
111184,0
266340,0
229075,0
246900,0
192319,0
268255,0
239476,0
290039,0
125673,0
288369,0
289942,0
61813,0
130676,0
30020,0
235912,1
83929,0
178724,0
1171,0
181849,0
214098,0
66965,0
162937,0
102264,0
36264,0
175078,0
107854,0
174177,0
212016,0
40482,0
186999,0
63574,0
98726,0
174599,0
246595,0
282058,0
203124,0
152064,0
234311,0
27272,0
250399,0
16680,0
263438,0
107560,1
161931,0
197229,0
86227,0
170358,0
177354,0
199633,0
184196,0
261137,0
279653,0
211575,0
119265,0
49966,0
29048,0
38798,0
162836,0
102826,0
255145,1
216882,0
137082,0
187148,0
102397,1
117199,0
41899,0
204579,0
102018,0
22282,0
126940,0
151565,0
172033,0
186663,0
158831,0
146786,1
39800,1
105707,0
149666,0
77160,0
47006,0
58861,0
119105,0
140452,0
133833,0
124808,0
18109,0
104778,0
152247,0
41881,0
17782,0
294907,0
96111,0
252769,0
41592,0
272044,0
243742,0
231858,0
82027,0
100350,0
46159,0
203686,0
290511,0
292171,0
40799,0
52937,1
181024,0
253808,0
248683,0
211318,0
116492,0
195066,0
188219,0
146353,0
120849,0
230637,0
55166,0
67380,0
127594,0
104888,0
91324,1
56467,0
125808,0
143389,0
167386,0
22245,0
292191,0
102971,0
103745,0
132102,0
10026,0
294433,0
6869,0
168747,0
237085,0
245406,0
157867,0
261796,0
49414,0
176350,0
27350,0
103306,0
247286,0
162446,0
152717,1
32433,0
120842,0
42968,0
229148,0
297743,0
146813,0
243958,0
243190,0
24518,0
167704,0
10728,0
10014,0
267585,0
195097,0
161356,0
47489,0
91492,0
221748,0
226967,0
241157,0
29615,0
46317,0
45640,1
175363,0
160186,0
295154,0
51897,0
21081,0
96232,0
239237,0
91719,0
79475,0
190194,0
57406,0
267769,0
66098,0
56049,0
229234,0
58690,0
265050,0
200666,0
127765,0
257500,0
150402,0
279379,0
247199,0
232965,0
263235,1
263686,0
109205,0
99403,0
137446,0
151331,0
179932,0
79345,0
21898,0
179270,1
195816,0
150587,0
247934,0
115974,0
1943,0
251356,0
128532,0
139783,0
69185,0
250169,0
195277,0
271674,0
66923,1
34025,0
119090,0
201362,0
89254,0
16868,0
5781,1
226542,0
187039,0
66270,0
295117,0
51604,0
246583,0
55650,0
130812,0
2669,0
70997,1
266691,0
67119,0
292245,0
237244,0
87503,0
144563,0
235094,0
133684,0
265887,0
292670,0
31475,0
58375,0
11597,0
42822,0
291085,1
133379,0
194447,0
227748,0
233699,0
188102,0
80888,0
78743,0
148241,0
72265,0
145823,0
138717,1
169534,0
138168,0
85117,0
289951,0
62415,0
113246,0
92271,0
22895,0
69783,0
62539,0
77943,0
289205,0
28828,0
23141,0
152511,0
130393,0
69395,0
2394,0
149451,0
226155,0
226831,0
95334,0
295742,1
266117,0
67650,0
115893,0
241130,0
286165,0
13081,0
294568,0
16223,0
17255,0
9770,0
153670,0
96834,0
33217,0
111577,0
280867,0
269368,0
248387,0
179376,0
218609,1
77034,0
180286,0
71115,0
63466,0
232394,0
95052,0
170462,0
180288,0
185010,0
272459,0
47888,0
22014,1
154835,0
208718,0
217487,0
40859,0
122325,0
257816,0
138971,0
262391,0
141142,0
111515,0
59119,0
65665,0
250043,0
295775,0
22579,0
204534,0
146120,1
235415,0
235739,0
7655,0
33499,0
150038,0
151892,0
176918,1
20935,0
64874,0
266980,0
28859,0
38861,0
71809,0
253506,0
159659,0
217830,0
59831,0
10304,1
38985,0
240343,1
125703,0
167554,0
263372,0
74780,0
170514,0
62205,0
63257,0
84939,0
72927,0
12797,0
209422,0
211580,0
43901,0
75700,0
283379,0
231616,0
88856,0
178891,0
134456,0
64163,0
86818,0
285206,0
245236,0
115405,0
74528,0
48614,0
214847,0
120026,0
271296,0
68715,0
105839,0
73899,0
188103,0
249,0
260780,0
250917,0
101895,0
35394,0
98279,0
197562,0
58819,0
67514,0
21407,0
261793,1
165342,0
173760,0
185790,0
284576,0
247968,0
16551,0
141662,0
180896,0
110342,0
68090,0
161911,0
178842,0
267635,0
257732,0
90982,0
273200,0
142425,0
219501,0
146556,0
166731,0
90070,0
177037,0
126726,0
107200,0
80497,0
265258,1
147679,0
236340,0
138157,0
125583,0
189691,0
87001,0
208329,0
260406,0
164537,0
3959,0
47745,1
162573,0
152219,0
240002,0
243815,0
129882,0
292689,0
29442,0
165176,0
131376,0
156486,0
52361,0
185793,0
286000,0
134902,0
32572,0
107270,0
171907,0
264430,0
65618,0
44824,0
25054,0
52997,0
191112,0
89522,0
11318,0
38085,0
198039,0
261604,0
128634,0
146497,0
126760,0
8922,1
4025,0
5683,0
234160,0
208401,0
270570,0
20058,0
190456,0
182850,0
92721,0
185231,0
260431,0
24986,0
68144,0
39284,0
193456,0
24460,0
29884,0
10996,0
235434,0
124889,0
192274,0
158497,0
282404,0
175475,0
34406,0
135476,0
32121,0
288816,0
289978,0
143822,0
207654,0
203320,0
111586,0
285379,0
285848,0
8690,0
266585,0
247498,0
230126,0
234674,0
291482,0
283954,0
72257,0
38884,0
212107,0
75746,0
21629,0
24850,0
131729,0
128983,0
424,0
69154,0
159976,0
142334,0
245687,0
215025,0
103259,0
141821,0
207175,0
254379,0
139780,0
181795,0
60417,0
113692,0
169802,0
285283,0
110755,0
232978,0
115353,0
62916,0
151823,0
239192,0
153924,0
43589,0
160887,0
196368,0
185933,0
27101,0
279256,0
99079,0
161694,0
56046,0
69807,0
31666,0
151948,0
29153,0
192914,0
271346,0
200118,0
135461,0
218201,0
130651,0
20650,0
65163,0
38300,0
193723,0
134626,0
250819,0
249069,0
9860,0
41689,0
162682,0
14577,0
63999,0
47907,0
10732,0
125619,1
156504,0
186595,0
158677,0
125754,0
57608,0
133933,0
143401,0
160308,0
97345,0
172958,0
147275,0
230988,0
108808,0
2598,0
47694,0
136799,0
252644,0
262816,0
295093,1
221184,0
26815,0
273894,0
127584,1
297603,0
162403,0
11594,0
27100,0
117859,0
91263,0
130302,0
3737,0
115988,0
15357,0
153340,0
179652,0
252075,0
95114,0
45967,0
48706,0
179206,1
101355,0
228099,0
180385,0
4692,0
249239,0
128929,0
153207,0
282474,0
294254,0
164892,0
135990,0
161550,0
98629,0
29445,0
148122,0
34744,0
247404,1
187477,0
123239,0
10183,0
108348,0
152134,0
183425,0
167985,0
99854,0
133579,0
219431,0
204045,0
99214,0
267104,0
63533,0
238340,0
204516,0
87280,0
216434,0
30857,0
254087,0
179219,0
65489,0
15548,0
76016,0
136255,0
170599,0
85789,0
152121,0
291887,0
134411,0
73617,0
105692,0
237803,0
260472,0
207886,0
123741,0
256725,0
45639,0
76367,0
276789,0
127037,0
97871,0
183264,0
166332,0
257141,0
279978,0
104934,0
193695,0
254362,0
231439,0
59668,0
24934,0
259905,0
279973,0
175762,0
99888,0
192877,0
44577,0
121854,0
138204,0
254529,0
292375,0
265069,0
268513,1
186785,0
250107,0
138259,0
131618,0
232934,0
106343,0
124142,0
221681,0
194957,1
244596,0
288304,0
175033,0
183014,0
236080,0
102131,0
92288,0
124622,0
183106,0
250284,0
35943,0
156455,0
132331,0
229932,0
188591,0
197921,0
17811,0
155197,0
259057,0
82819,0
281985,0
249161,0
128705,1
102686,0
45198,0
268895,0
96916,0
202397,0
110300,0
2574,0
82883,0
18552,0
239279,0
55137,0
186061,0
253887,0
9171,0
230846,0
36843,0
230966,0
168672,0
195509,0
297488,0
158931,0
21664,0
61323,0
51412,0
273457,0
150929,0
126696,0
122613,0
238375,0
125422,0
298708,0
284737,1
124536,0
252232,0
81600,0
271720,1
267287,0
165323,0
138939,0
283792,0
216205,0
275800,0
59027,0
285536,0
107383,0
260166,0
27026,0
139346,0
209927,0
43859,0
24319,0
148237,0
30558,0
274831,0
195189,0
11256,0
231343,0
78495,0
80528,0
299134,0
195819,0
241035,0
147620,0
85853,0
241428,0
139456,0
245967,0
175082,0
126259,0
212987,0
160338,0
221824,0
56742,0
235865,0
262512,0
246252,0
286729,0
135994,0
145777,0
34392,0
187509,0
60508,0
95581,0
20074,0
123002,0
137562,0
291212,0
274807,0
264342,0
21649,0
28932,0
137232,0
175799,0
71706,0
188743,0
176383,0
206847,0
40678,0
261761,0
35561,0
203745,0
98012,0
161689,0
231905,0
240207,0
54129,0
248311,0
281685,0
287051,0
69596,0
119401,0
144395,0
46012,0
112789,0
294171,0
41766,0
212565,0
139267,0
249323,0
242391,0
148343,0
133800,0
111295,0
288381,0
106023,0
218099,0
12213,0
98842,0
115302,0
146551,0
95282,0
65220,0
50129,0
17195,0
232869,0
55985,1
140382,0
134992,0
101250,0
43361,0
248520,0
173966,0
166179,0
127873,0
60742,0
98085,0
194485,0
115382,0
292415,0
174391,0
136161,0
120360,0
172888,0
244169,0
118187,0
259427,0
682,0
231244,0
27300,0
290817,0
111070,0
26414,0
150141,0
53391,0
94196,0
75874,0
296111,0
208105,0
128486,0
242650,0
63115,0
270412,0
41256,0
228039,0
160873,0
249121,0
94936,0
209794,0
249216,0
33503,0
178403,0
90710,0
73530,0
258300,0
125075,0
65805,0
270636,0
161257,0
208482,0
212611,0
242628,0
2189,0
196393,0
266501,0
236604,0
19899,0
280667,0
16956,0
2416,0
4292,0
15975,0
291531,0
128912,0
937,0
8169,0
50276,0
255893,0
238808,0
23763,0
264103,0
263092,0
123172,0
192452,0
295042,0
248734,0
45415,0
169578,0
276281,0
75759,0
240480,0
52213,0
234963,0
270531,0
20251,0
227418,0
294943,0
208014,0
151969,0
243210,0
276850,0
174028,0
16100,0
109951,0
146613,0
540,0
203456,0
167564,0
58666,0
111014,0
35466,0
244167,0
120568,0
105916,0
155363,0
118972,0
184456,0
197334,0
67700,0
161318,0
107289,1
195210,0
242031,0
234316,0
66525,0
226482,1
91846,0
119333,0
188556,0
204692,0
112940,0
274522,0
85493,0
17635,0
8544,0
37219,0
203410,0
281456,0
23436,0
119962,0
150189,0
238098,0
103321,0
145981,0
50670,0
87263,0
147796,0
107689,0
216060,0
29087,0
132926,0
31970,0
203747,0
245167,0
167988,0
15632,0
265182,0
172758,0
276254,0
169809,0
235072,0
168170,0
26573,0
62068,0
205950,0
139068,0
128449,0
285093,0
240858,0
131020,0
82843,0
248407,0
250335,0
76528,0
212191,0
290573,0
287883,0
137292,0
50150,0
21904,0
263902,0
82116,0
162097,0
8444,0
60856,0
276446,0
178306,0
282357,0
63506,0
216047,0
171778,0
287921,0
219738,0
47134,0
64409,0
200926,0
275603,0
98368,0
206053,0
279671,0
196381,0
32961,0
31967,0
99117,0
257405,0
79601,0
96712,0
27757,0
40975,0
208460,0
140432,0
266694,0
265411,0
280917,0
45773,0
245924,0
101705,0
11820,0
265782,0
65599,0
33315,1
241572,0
4834,1
275524,0
61107,0
267161,0
229935,0
257673,0
8703,0
195237,0
133989,0
143281,0
223089,0
110052,1
264819,0
293593,0
4958,0
45267,0
145802,0
48453,0
164151,0
115701,0
185660,0
262502,0
22073,0
118839,0
20570,0
107732,0
250141,0
159698,0
57672,0
280540,0
81555,0
13012,0
232324,0
83694,0
295727,0
231470,0
197202,0
116157,0
106243,0
136395,0
129448,0
208172,0
28481,0
115698,0
184664,0
164335,0
78000,0
19508,0
103629,0
71309,0
262647,0
68957,1
231017,0
147403,0
139677,0
129253,0
171238,0
28983,0
143860,0
148382,0
90024,0
235224,0
20100,0
213119,0
233690,0
41512,0
15257,0
281085,0
295779,0
60709,1
131730,0
190634,0
4686,0
109856,0
256649,0
166241,0
171241,0
45033,0
169521,0
186677,0
156176,0
188172,0
63807,0
87810,0
152214,0
288179,0
129361,0
230259,0
116768,0
175932,0
294429,1
215514,0
162466,0
298303,0
176570,0
287824,0
10022,0
293444,0
238620,0
219187,1
60613,0
149432,0
287176,0
168578,0
245231,0
260480,0
152070,0
222103,0
69036,0
166181,0
205536,1
267776,0
51083,0
170830,0
265478,0
124697,0
284631,0
66013,0
266539,0
35169,0
280184,0
135885,0
270049,0
289187,0
256771,0
24368,0
122469,0
149910,0
185556,0
210881,0
258911,0
83998,0
295942,0
229203,0
104223,0
11613,0
212087,0
241189,0
127780,0
14359,0
12763,0
205654,0
283775,0
95690,0
197958,0
17060,0
137896,0
47931,0
102945,0
109103,0
18973,0
133408,0
186117,0
279235,0
99378,0
118516,0
192481,0
260505,0
70079,0
67615,0
55982,0
7660,0
229511,0
67241,0
96298,0
192175,0
216414,0
172435,0
56106,0
166315,0
198612,0
45118,0
87965,0
79898,0
183189,0
124192,0
275636,0
282348,0
190527,0
266876,0
159058,0
114655,0
75464,0
195871,0
267126,0
129447,0
47238,0
153623,0
189349,0
121508,0
22796,0
10471,0
287272,0
173775,0
195856,0
167845,0
212105,0
652,0
4631,0
7759,1
216846,0
27838,0
198098,0
81544,0
179966,0
62990,0
59353,0
15071,0
237226,0
241847,0
212992,0
144495,0
120623,0
266248,0
271987,0
281245,0
86788,0
211905,0
150472,1
248271,0
35481,0
284588,0
295145,0
234387,0
156436,0
80022,0
244611,0
73707,0
184288,0
88737,0
161214,0
69313,0
91971,0
81967,0
278587,0
194718,0
160011,0
123119,0
152816,0
72967,0
89815,0
203716,0
13624,0
39406,0
3798,0
111139,0
199970,0
179924,0
25393,0
21366,0
43819,0
52374,0
287576,0
55994,0
168045,0
50711,0
26527,0
246737,0
245222,0
237411,0
147924,0
14455,0
37485,0
114169,1
135946,0
59101,0
27989,1
16579,1
42435,0
114354,0
190937,1
79064,0
158332,1
15863,0
29770,0
199914,0
30267,0
145563,0
117687,0
191837,0
148883,0
153286,0
167631,0
134393,0
259174,0
264062,0
164271,0
45192,0
162151,0
191550,0
98817,0
194500,0
182758,0
113479,0
118242,0
163001,0
207051,0
96573,0
231862,0
6436,0
8311,0
5045,0
41192,0
97536,1
252835,0
133055,0
186376,1
167008,0
206887,0
71952,0
22208,0
20988,0
8995,0
236740,0
83416,0
172889,0
51004,0
179387,0
71992,0
123656,0
143983,0
284674,0
42461,0
78246,0
238053,0
287497,0
263355,0
113235,0
237679,0
15274,0
231533,0
107400,0
11616,0
128074,0
146474,0
3947,0
29740,0
131432,0
36840,0
55446,0
246206,0
119742,0
209950,0
166017,0
297101,0
111822,0
54136,0
62810,0
284834,0
168753,0
90115,0
142574,0
15889,0
177819,0
90728,0
251393,0
11234,1
246810,0
120298,0
24289,0
274653,0
245939,0
155689,0
109280,0
126391,0
148216,0
273228,0
122481,0
185825,0
174437,0
159296,1
259116,0
84659,0
273627,0
238953,0
108407,0
93513,0
100349,0
147430,0
240833,0
129696,0
273223,0
189433,0
10276,0
44750,0
84847,0
12109,0
236790,0
59935,0
138288,0
188113,0
238055,0
165478,0
187376,0
261228,0
288654,0
170937,0
13158,0
260517,0
245926,0
116404,0
47358,0
254078,0
217456,0
207064,1
6055,0
60187,0
240060,0
16832,1
198835,0
169271,1
213317,0
156281,0
10685,0
20382,0
101518,0
70333,0
45688,0
232065,0
84729,0
137372,0
173323,0
146475,0
239976,0
19887,0
148741,0
243840,0
278761,0
22552,0
241958,0
218848,0
59308,0
145347,0
289028,0
74404,1
256111,0
115436,0
200397,0
221345,0
133790,0
218469,0
26224,0
191161,1
281358,0
64339,0
103405,0
236515,0
112420,0
282553,0
93762,0
139477,0
274378,0
211321,0
258594,0
49584,0
2454,0
296088,0
172645,0
76269,0
139763,0
72085,0
56791,0
170782,0
243128,0
4930,0
214303,0
77854,1
